index,year,month,dow,sex,count
781,1998,Aug,Fri,M,25377
782,1998,Aug,Sat,F,22246
783,1998,Aug,Sat,M,23481
784,1998,Sep,Sun,F,16203
785,1998,Sep,Sun,M,16958
786,1998,Sep,Mon,F,21477
787,1998,Sep,Mon,M,22084
788,1998,Sep,Tue,F,31122
789,1998,Sep,Tue,M,32177
790,1998,Sep,Wed,F,31033
791,1998,Sep,Wed,M,32588
792,1998,Sep,Thu,F,25251
793,1998,Sep,Thu,M,26194
794,1998,Sep,Fri,F,25062
795,1998,Sep,Fri,M,26273
796,1998,Sep,Sat,F,18354
797,1998,Sep,Sat,M,18980
798,1998,Oct,Sun,F,15167
799,1998,Oct,Sun,M,16149
800,1998,Oct,Mon,F,21486
801,1998,Oct,Mon,M,22200
802,1998,Oct,Tue,F,23876
803,1998,Oct,Tue,M,24935
804,1998,Oct,Wed,F,23505
805,1998,Oct,Wed,M,24274
806,1998,Oct,Thu,F,29459
807,1998,Oct,Thu,M,30722
808,1998,Oct,Fri,F,28744
809,1998,Oct,Fri,M,29975
810,1998,Oct,Sat,F,20761
811,1998,Oct,Sat,M,21885
812,1998,Nov,Sun,F,18786
813,1998,Nov,Sun,M,19854
814,1998,Nov,Mon,F,27448
815,1998,Nov,Mon,M,29081
816,1998,Nov,Tue,F,24613
817,1998,Nov,Tue,M,25470
818,1998,Nov,Wed,F,22743
819,1998,Nov,Wed,M,23733
820,1998,Nov,Thu,F,21114
821,1998,Nov,Thu,M,22310
822,1998,Nov,Fri,F,21718
823,1998,Nov,Fri,M,22351
824,1998,Nov,Sat,F,16964
825,1998,Nov,Sat,M,17362
826,1998,Dec,Sun,F,15040
827,1998,Dec,Sun,M,15688
828,1998,Dec,Mon,F,22579
829,1998,Dec,Mon,M,23807
830,1998,Dec,Tue,F,31533
831,1998,Dec,Tue,M,32847
832,1998,Dec,Wed,F,29383
833,1998,Dec,Wed,M,31204
834,1998,Dec,Thu,F,27445
835,1998,Dec,Thu,M,28695
836,1998,Dec,Fri,F,21146
837,1998,Dec,Fri,M,21505
838,1998,Dec,Sat,F,16165
839,1998,Dec,Sat,M,17211
840,1999,Jan,Sun,F,18368
841,1999,Jan,Sun,M,19516
842,1999,Jan,Mon,F,21045
843,1999,Jan,Mon,M,21685
844,1999,Jan,Tue,F,23395
845,1999,Jan,Tue,M,24567
846,1999,Jan,Wed,F,22940
847,1999,Jan,Wed,M,23906
848,1999,Jan,Thu,F,23154
849,1999,Jan,Thu,M,24331
850,1999,Jan,Fri,F,27000
851,1999,Jan,Fri,M,27932
852,1999,Jan,Sat,F,20152
853,1999,Jan,Sat,M,21503
854,1999,Feb,Sun,F,15106
855,1999,Feb,Sun,M,15968
856,1999,Feb,Mon,F,20941
857,1999,Feb,Mon,M,22228
858,1999,Feb,Tue,F,23507
859,1999,Feb,Tue,M,24599
860,1999,Feb,Wed,F,23232
861,1999,Feb,Wed,M,24024
862,1999,Feb,Thu,F,23194
863,1999,Feb,Thu,M,24368
864,1999,Feb,Fri,F,22819
865,1999,Feb,Fri,M,24062
866,1999,Feb,Sat,F,16373
867,1999,Feb,Sat,M,17411
868,1999,Mar,Sun,F,14668
869,1999,Mar,Sun,M,15460
870,1999,Mar,Mon,F,26546
871,1999,Mar,Mon,M,28042
872,1999,Mar,Tue,F,29546
873,1999,Mar,Tue,M,31031
874,1999,Mar,Wed,F,28992
875,1999,Mar,Wed,M,30412
876,1999,Mar,Thu,F,23092
877,1999,Mar,Thu,M,24339
878,1999,Mar,Fri,F,22893
879,1999,Mar,Fri,M,23910
880,1999,Mar,Sat,F,16911
881,1999,Mar,Sat,M,17380
882,1999,Apr,Sun,F,14395
883,1999,Apr,Sun,M,14978
884,1999,Apr,Mon,F,20971
885,1999,Apr,Mon,M,22308
886,1999,Apr,Tue,F,23411
887,1999,Apr,Tue,M,24644
888,1999,Apr,Wed,F,22826
889,1999,Apr,Wed,M,24376
890,1999,Apr,Thu,F,28465
891,1999,Apr,Thu,M,29951
892,1999,Apr,Fri,F,27858
893,1999,Apr,Fri,M,29590
894,1999,Apr,Sat,F,16224
895,1999,Apr,Sat,M,17160
896,1999,May,Sun,F,18752
897,1999,May,Sun,M,19415
898,1999,May,Mon,F,25525
899,1999,May,Mon,M,26944
900,1999,May,Tue,F,24356
901,1999,May,Tue,M,25724
902,1999,May,Wed,F,23690
903,1999,May,Wed,M,24837
904,1999,May,Thu,F,23862
905,1999,May,Thu,M,24832
906,1999,May,Fri,F,23304
907,1999,May,Fri,M,24762
908,1999,May,Sat,F,20635
909,1999,May,Sat,M,22168
910,1999,Jun,Sun,F,15037
911,1999,Jun,Sun,M,15985
912,1999,Jun,Mon,F,22227
913,1999,Jun,Mon,M,23081
914,1999,Jun,Tue,F,30151
915,1999,Jun,Tue,M,31727
916,1999,Jun,Wed,F,30057
917,1999,Jun,Wed,M,31665
918,1999,Jun,Thu,F,24273
919,1999,Jun,Thu,M,25232
920,1999,Jun,Fri,F,23500
921,1999,Jun,Fri,M,24530
922,1999,Jun,Sat,F,17010
923,1999,Jun,Sat,M,18041
924,1999,Jul,Sun,F,15706
925,1999,Jul,Sun,M,16396
926,1999,Jul,Mon,F,21013
927,1999,Jul,Mon,M,22193
928,1999,Jul,Tue,F,24613
929,1999,Jul,Tue,M,25655
930,1999,Jul,Wed,F,25302
931,1999,Jul,Wed,M,26217
932,1999,Jul,Thu,F,31495
933,1999,Jul,Thu,M,33225
934,1999,Jul,Fri,F,30799
935,1999,Jul,Fri,M,32150
936,1999,Jul,Sat,F,21977
937,1999,Jul,Sat,M,23485
938,1999,Aug,Sun,F,19798
939,1999,Aug,Sun,M,20857
940,1999,Aug,Mon,F,28473
941,1999,Aug,Mon,M,29644
942,1999,Aug,Tue,F,31601
943,1999,Aug,Tue,M,33094
944,1999,Aug,Wed,F,24630
945,1999,Aug,Wed,M,25986
946,1999,Aug,Thu,F,24979
947,1999,Aug,Thu,M,26176
948,1999,Aug,Fri,F,24277
949,1999,Aug,Fri,M,25478
950,1999,Aug,Sat,F,17960
951,1999,Aug,Sat,M,18798
952,1999,Sep,Sun,F,16467
953,1999,Sep,Sun,M,17092
954,1999,Sep,Mon,F,21447
955,1999,Sep,Mon,M,22416
956,1999,Sep,Tue,F,25106
957,1999,Sep,Tue,M,26428
958,1999,Sep,Wed,F,31636
959,1999,Sep,Wed,M,33112
960,1999,Sep,Thu,F,32080
961,1999,Sep,Thu,M,33942
962,1999,Sep,Fri,F,25521
963,1999,Sep,Fri,M,26778
964,1999,Sep,Sat,F,18442
965,1999,Sep,Sat,M,19356
966,1999,Oct,Sun,F,18920
967,1999,Oct,Sun,M,19370
968,1999,Oct,Mon,F,22064
969,1999,Oct,Mon,M,22791
970,1999,Oct,Tue,F,24468
971,1999,Oct,Tue,M,25465
972,1999,Oct,Wed,F,23568
973,1999,Oct,Wed,M,24541
974,1999,Oct,Thu,F,23514
975,1999,Oct,Thu,M,24630
976,1999,Oct,Fri,F,29811
977,1999,Oct,Fri,M,30778
978,1999,Oct,Sat,F,21002
979,1999,Oct,Sat,M,22429
980,1999,Nov,Sun,F,14685
981,1999,Nov,Sun,M,15297
982,1999,Nov,Mon,F,27550
983,1999,Nov,Mon,M,28533
984,1999,Nov,Tue,F,30232
985,1999,Nov,Tue,M,31658
986,1999,Nov,Wed,F,22772
987,1999,Nov,Wed,M,23780
988,1999,Nov,Thu,F,21034
989,1999,Nov,Thu,M,22065
990,1999,Nov,Fri,F,21940
991,1999,Nov,Fri,M,22540
992,1999,Nov,Sat,F,16392
993,1999,Nov,Sat,M,17189
994,1999,Dec,Sun,F,14756
995,1999,Dec,Sun,M,15490
996,1999,Dec,Mon,F,22431
997,1999,Dec,Mon,M,23482
998,1999,Dec,Tue,F,25095
999,1999,Dec,Tue,M,26610
1000,1999,Dec,Wed,F,30230
1001,1999,Dec,Wed,M,31387
1002,1999,Dec,Thu,F,28593
1003,1999,Dec,Thu,M,30139
1004,1999,Dec,Fri,F,25887
1005,1999,Dec,Fri,M,27057
1006,1999,Dec,Sat,F,15841
1007,1999,Dec,Sat,M,16622
1008,2000,Jan,Sun,F,18666
1009,2000,Jan,Sun,M,19755
1010,2000,Jan,Mon,F,26946
1011,2000,Jan,Mon,M,28328
1012,2000,Jan,Tue,F,24280
1013,2000,Jan,Tue,M,25148
1014,2000,Jan,Wed,F,23695
1015,2000,Jan,Wed,M,24618
1016,2000,Jan,Thu,F,23394
1017,2000,Jan,Thu,M,24808
1018,2000,Jan,Fri,F,23154
1019,2000,Jan,Fri,M,24440
1020,2000,Jan,Sat,F,21153
1021,2000,Jan,Sat,M,22128
1022,2000,Feb,Sun,F,15040
1023,2000,Feb,Sun,M,16006
1024,2000,Feb,Mon,F,22035
1025,2000,Feb,Mon,M,22928
1026,2000,Feb,Tue,F,30120
1027,2000,Feb,Tue,M,31649
1028,2000,Feb,Wed,F,23393
1029,2000,Feb,Wed,M,24992
1030,2000,Feb,Thu,F,23730
1031,2000,Feb,Thu,M,24899
1032,2000,Feb,Fri,F,23538
1033,2000,Feb,Fri,M,24646
1034,2000,Feb,Sat,F,16838
1035,2000,Feb,Sat,M,17877
1036,2000,Mar,Sun,F,15719
1037,2000,Mar,Sun,M,16383
1038,2000,Mar,Mon,F,21977
1039,2000,Mar,Mon,M,23133
1040,2000,Mar,Tue,F,24650
1041,2000,Mar,Tue,M,25863
1042,2000,Mar,Wed,F,29585
1043,2000,Mar,Wed,M,31076
1044,2000,Mar,Thu,F,29517
1045,2000,Mar,Thu,M,31161
1046,2000,Mar,Fri,F,27879
1047,2000,Mar,Fri,M,29379
1048,2000,Mar,Sat,F,16797
1049,2000,Mar,Sat,M,17813
1050,2000,Apr,Sun,F,18593
1051,2000,Apr,Sun,M,19803
1052,2000,Apr,Mon,F,22154
1053,2000,Apr,Mon,M,23213
1054,2000,Apr,Tue,F,24462
1055,2000,Apr,Tue,M,25225
1056,2000,Apr,Wed,F,23523
1057,2000,Apr,Wed,M,24936
1058,2000,Apr,Thu,F,23192
1059,2000,Apr,Thu,M,24336
1060,2000,Apr,Fri,F,22602
1061,2000,Apr,Fri,M,23621
1062,2000,Apr,Sat,F,20512
1063,2000,Apr,Sat,M,21361
1064,2000,May,Sun,F,16038
1065,2000,May,Sun,M,17101
1066,2000,May,Mon,F,26968
1067,2000,May,Mon,M,27786
1068,2000,May,Tue,F,30174
1069,2000,May,Tue,M,31999
1070,2000,May,Wed,F,29793
1071,2000,May,Wed,M,31054
1072,2000,May,Thu,F,23923
1073,2000,May,Thu,M,25456
1074,2000,May,Fri,F,22900
1075,2000,May,Fri,M,24278
1076,2000,May,Sat,F,16647
1077,2000,May,Sat,M,17487
1078,2000,Jun,Sun,F,16213
1079,2000,Jun,Sun,M,17168
1080,2000,Jun,Mon,F,22724
1081,2000,Jun,Mon,M,24293
1082,2000,Jun,Tue,F,24621
1083,2000,Jun,Tue,M,26106
1084,2000,Jun,Wed,F,25006
1085,2000,Jun,Wed,M,26650
1086,2000,Jun,Thu,F,31135
1087,2000,Jun,Thu,M,32625
1088,2000,Jun,Fri,F,29240
1089,2000,Jun,Fri,M,30424
1090,2000,Jun,Sat,F,17419
1091,2000,Jun,Sat,M,17981
1092,2000,Jul,Sun,F,21004
1093,2000,Jul,Sun,M,22082
1094,2000,Jul,Mon,F,28168
1095,2000,Jul,Mon,M,29540
1096,2000,Jul,Tue,F,23922
1097,2000,Jul,Tue,M,25133
1098,2000,Jul,Wed,F,24695
1099,2000,Jul,Wed,M,25776
1100,2000,Jul,Thu,F,25297
1101,2000,Jul,Thu,M,26590
1102,2000,Jul,Fri,F,24911
1103,2000,Jul,Fri,M,26210
1104,2000,Jul,Sat,F,22330
1105,2000,Jul,Sat,M,23771
1106,2000,Aug,Sun,F,16675
1107,2000,Aug,Sun,M,17436
1108,2000,Aug,Mon,F,23911
1109,2000,Aug,Mon,M,24934
1110,2000,Aug,Tue,F,32089
1111,2000,Aug,Tue,M,33434
1112,2000,Aug,Wed,F,31166
1113,2000,Aug,Wed,M,32696
1114,2000,Aug,Thu,F,30750
1115,2000,Aug,Thu,M,31980
1116,2000,Aug,Fri,F,24152
1117,2000,Aug,Fri,M,25099
1118,2000,Aug,Sat,F,17765
1119,2000,Aug,Sat,M,18451
1120,2000,Sep,Sun,F,16954
1121,2000,Sep,Sun,M,17710
1122,2000,Sep,Mon,F,22344
1123,2000,Sep,Mon,M,23320
1124,2000,Sep,Tue,F,25643
1125,2000,Sep,Tue,M,26587
1126,2000,Sep,Wed,F,25966
1127,2000,Sep,Wed,M,27126
1128,2000,Sep,Thu,F,26876
1129,2000,Sep,Thu,M,27506
1130,2000,Sep,Fri,F,30467
1131,2000,Sep,Fri,M,32182
1132,2000,Sep,Sat,F,22161
1133,2000,Sep,Sat,M,23262
1134,2000,Oct,Sun,F,20240
1135,2000,Oct,Sun,M,21547
1136,2000,Oct,Mon,F,28139
1137,2000,Oct,Mon,M,29867
1138,2000,Oct,Tue,F,29794
1139,2000,Oct,Tue,M,31260
1140,2000,Oct,Wed,F,24683
1141,2000,Oct,Wed,M,25826
1142,2000,Oct,Thu,F,24582
1143,2000,Oct,Thu,M,25578
1144,2000,Oct,Fri,F,22867
1145,2000,Oct,Fri,M,23924
1146,2000,Oct,Sat,F,17734
1147,2000,Oct,Sat,M,18348
1148,2000,Nov,Sun,F,16239
1149,2000,Nov,Sun,M,16840
1150,2000,Nov,Mon,F,23523
1151,2000,Nov,Mon,M,24452
1152,2000,Nov,Tue,F,26264
1153,2000,Nov,Tue,M,27159
1154,2000,Nov,Wed,F,30416
1155,2000,Nov,Wed,M,31688
1156,2000,Nov,Thu,F,28256
1157,2000,Nov,Thu,M,29271
1158,2000,Nov,Fri,F,22199
1159,2000,Nov,Fri,M,23136
1160,2000,Nov,Sat,F,17189
1161,2000,Nov,Sat,M,17660
1162,2000,Dec,Sun,F,18824
1163,2000,Dec,Sun,M,19617
1164,2000,Dec,Mon,F,20854
1165,2000,Dec,Mon,M,21484
1166,2000,Dec,Tue,F,24127
1167,2000,Dec,Tue,M,25510
1168,2000,Dec,Wed,F,24671
1169,2000,Dec,Wed,M,26292
1170,2000,Dec,Thu,F,25902
1171,2000,Dec,Thu,M,26717
1172,2000,Dec,Fri,F,29379
1173,2000,Dec,Fri,M,30683
1174,2000,Dec,Sat,F,21182
1175,2000,Dec,Sat,M,21951
1176,2001,Jan,Sun,F,15064
1177,2001,Jan,Sun,M,15716
1178,2001,Jan,Mon,F,25635
1179,2001,Jan,Mon,M,26309
1180,2001,Jan,Tue,F,28718
1181,2001,Jan,Tue,M,30261
1182,2001,Jan,Wed,F,29675
1183,2001,Jan,Wed,M,30981
1184,2001,Jan,Thu,F,24066
1185,2001,Jan,Thu,M,25250
1186,2001,Jan,Fri,F,23948
1187,2001,Jan,Fri,M,25032
1188,2001,Jan,Sat,F,17298
1189,2001,Jan,Sat,M,17659
1190,2001,Feb,Sun,F,14907
1191,2001,Feb,Sun,M,15241
1192,2001,Feb,Mon,F,21960
1193,2001,Feb,Mon,M,22495
1194,2001,Feb,Tue,F,23669
1195,2001,Feb,Tue,M,24828
1196,2001,Feb,Wed,F,24075
1197,2001,Feb,Wed,M,25090
1198,2001,Feb,Thu,F,23786
1199,2001,Feb,Thu,M,25234
1200,2001,Feb,Fri,F,23697
1201,2001,Feb,Fri,M,24791
1202,2001,Feb,Sat,F,16546
1203,2001,Feb,Sat,M,17580
1204,2001,Mar,Sun,F,14802
1205,2001,Mar,Sun,M,15561
1206,2001,Mar,Mon,F,21919
1207,2001,Mar,Mon,M,22811
1208,2001,Mar,Tue,F,24104
1209,2001,Mar,Tue,M,25202
1210,2001,Mar,Wed,F,23752
1211,2001,Mar,Wed,M,25348
1212,2001,Mar,Thu,F,29843
1213,2001,Mar,Thu,M,31385
1214,2001,Mar,Fri,F,29619
1215,2001,Mar,Fri,M,31139
1216,2001,Mar,Sat,F,21320
1217,2001,Mar,Sat,M,22283
1218,2001,Apr,Sun,F,18050
1219,2001,Apr,Sun,M,18842
1220,2001,Apr,Mon,F,27631
1221,2001,Apr,Mon,M,28880
1222,2001,Apr,Tue,F,24572
1223,2001,Apr,Tue,M,26171
1224,2001,Apr,Wed,F,24309
1225,2001,Apr,Wed,M,25395
1226,2001,Apr,Thu,F,24026
1227,2001,Apr,Thu,M,25033
1228,2001,Apr,Fri,F,23139
1229,2001,Apr,Fri,M,24070
1230,2001,Apr,Sat,F,16508
1231,2001,Apr,Sat,M,17413
1232,2001,May,Sun,F,14652
1233,2001,May,Sun,M,15644
1234,2001,May,Mon,F,20557
1235,2001,May,Mon,M,21488
1236,2001,May,Tue,F,30373
1237,2001,May,Tue,M,32578
1238,2001,May,Wed,F,30721
1239,2001,May,Wed,M,32015
1240,2001,May,Thu,F,30705
1241,2001,May,Thu,M,32217
1242,2001,May,Fri,F,23850
1243,2001,May,Fri,M,25018
1244,2001,May,Sat,F,17020
1245,2001,May,Sat,M,17655
1246,2001,Jun,Sun,F,14839
1247,2001,Jun,Sun,M,15640
1248,2001,Jun,Mon,F,22296
1249,2001,Jun,Mon,M,23448
1250,2001,Jun,Tue,F,24641
1251,2001,Jun,Tue,M,25896
1252,2001,Jun,Wed,F,24129
1253,2001,Jun,Wed,M,25556
1254,2001,Jun,Thu,F,24633
1255,2001,Jun,Thu,M,25347
1256,2001,Jun,Fri,F,30264
1257,2001,Jun,Fri,M,31413
1258,2001,Jun,Sat,F,21145
1259,2001,Jun,Sat,M,22290
1260,2001,Jul,Sun,F,19465
1261,2001,Jul,Sun,M,20348
1262,2001,Jul,Mon,F,29252
1263,2001,Jul,Mon,M,30711
1264,2001,Jul,Tue,F,32390
1265,2001,Jul,Tue,M,33615
1266,2001,Jul,Wed,F,23665
1267,2001,Jul,Wed,M,24285
1268,2001,Jul,Thu,F,24913
1269,2001,Jul,Thu,M,26188
1270,2001,Jul,Fri,F,24552
1271,2001,Jul,Fri,M,25529
1272,2001,Jul,Sat,F,17845
1273,2001,Jul,Sat,M,18828
1274,2001,Aug,Sun,F,15455
1275,2001,Aug,Sun,M,16457
1276,2001,Aug,Mon,F,23136
1277,2001,Aug,Mon,M,23999
1278,2001,Aug,Tue,F,25934
1279,2001,Aug,Tue,M,27082
1280,2001,Aug,Wed,F,31559
1281,2001,Aug,Wed,M,32808
1282,2001,Aug,Thu,F,31731
1283,2001,Aug,Thu,M,33575
1284,2001,Aug,Fri,F,31551
1285,2001,Aug,Fri,M,32790
1286,2001,Aug,Sat,F,17665
1287,2001,Aug,Sat,M,18640
1288,2001,Sep,Sun,F,19885
1289,2001,Sep,Sun,M,20801
1290,2001,Sep,Mon,F,21907
1291,2001,Sep,Mon,M,23044
1292,2001,Sep,Tue,F,25684
1293,2001,Sep,Tue,M,26777
1294,2001,Sep,Wed,F,25945
1295,2001,Sep,Wed,M,27058
1296,2001,Sep,Thu,F,26067
1297,2001,Sep,Thu,M,26920
1298,2001,Sep,Fri,F,25653
1299,2001,Sep,Fri,M,27058
1300,2001,Sep,Sat,F,22607
1301,2001,Sep,Sat,M,23680
1302,2001,Oct,Sun,F,14760
1303,2001,Oct,Sun,M,15381
1304,2001,Oct,Mon,F,28117
1305,2001,Oct,Mon,M,29373
1306,2001,Oct,Tue,F,30768
1307,2001,Oct,Tue,M,32325
1308,2001,Oct,Wed,F,29547
1309,2001,Oct,Wed,M,31078
1310,2001,Oct,Thu,F,24354
1311,2001,Oct,Thu,M,25497
1312,2001,Oct,Fri,F,24206
1313,2001,Oct,Fri,M,25033
1314,2001,Oct,Sat,F,16763
1315,2001,Oct,Sat,M,17397
1316,2001,Nov,Sun,F,14588
1317,2001,Nov,Sun,M,14971
1318,2001,Nov,Mon,F,22919
1319,2001,Nov,Mon,M,23959
1320,2001,Nov,Tue,F,24569
1321,2001,Nov,Tue,M,26102
1322,2001,Nov,Wed,F,23847
1323,2001,Nov,Wed,M,24607
1324,2001,Nov,Thu,F,27760
1325,2001,Nov,Thu,M,29284
1326,2001,Nov,Fri,F,28537
1327,2001,Nov,Fri,M,29578
1328,2001,Nov,Sat,F,16361
1329,2001,Nov,Sat,M,17132
1330,2001,Dec,Sun,F,17882
1331,2001,Dec,Sun,M,18785
1332,2001,Dec,Mon,F,25571
1333,2001,Dec,Mon,M,26623
1334,2001,Dec,Tue,F,21840
1335,2001,Dec,Tue,M,22670
1336,2001,Dec,Wed,F,23822
1337,2001,Dec,Wed,M,24856
1338,2001,Dec,Thu,F,25212
1339,2001,Dec,Thu,M,26007
1340,2001,Dec,Fri,F,24943
1341,2001,Dec,Fri,M,25804
1342,2001,Dec,Sat,F,21080
1343,2001,Dec,Sat,M,21901
1344,2002,Jan,Sun,F,14367
1345,2002,Jan,Sun,M,15269
1346,2002,Jan,Mon,F,21823
1347,2002,Jan,Mon,M,22829
1348,2002,Jan,Tue,F,27611
1349,2002,Jan,Tue,M,28657
1350,2002,Jan,Wed,F,27909
1351,2002,Jan,Wed,M,29536
1352,2002,Jan,Thu,F,29398
1353,2002,Jan,Thu,M,31367
1354,2002,Jan,Fri,F,23744
1355,2002,Jan,Fri,M,24674
1356,2002,Jan,Sat,F,16625
1357,2002,Jan,Sat,M,17280
1358,2002,Feb,Sun,F,14382
1359,2002,Feb,Sun,M,15132
1360,2002,Feb,Mon,F,21833
1361,2002,Feb,Mon,M,22802
1362,2002,Feb,Tue,F,24021
1363,2002,Feb,Tue,M,25030
1364,2002,Feb,Wed,F,23663
1365,2002,Feb,Wed,M,24717
1366,2002,Feb,Thu,F,24147
1367,2002,Feb,Thu,M,25126
1368,2002,Feb,Fri,F,23945
1369,2002,Feb,Fri,M,25065
1370,2002,Feb,Sat,F,16754
1371,2002,Feb,Sat,M,17755
1372,2002,Mar,Sun,F,18145
1373,2002,Mar,Sun,M,18784
1374,2002,Mar,Mon,F,21995
1375,2002,Mar,Mon,M,23198
1376,2002,Mar,Tue,F,24477
1377,2002,Mar,Tue,M,25410
1378,2002,Mar,Wed,F,23795
1379,2002,Mar,Wed,M,24843
1380,2002,Mar,Thu,F,24072
1381,2002,Mar,Thu,M,25147
1382,2002,Mar,Fri,F,29498
1383,2002,Mar,Fri,M,30449
1384,2002,Mar,Sat,F,20369
1385,2002,Mar,Sat,M,21712
1386,2002,Apr,Sun,F,13933
1387,2002,Apr,Sun,M,15208
1388,2002,Apr,Mon,F,27107
1389,2002,Apr,Mon,M,28348
1390,2002,Apr,Tue,F,30485
1391,2002,Apr,Tue,M,31848
1392,2002,Apr,Wed,F,23815
1393,2002,Apr,Wed,M,24925
1394,2002,Apr,Thu,F,23918
1395,2002,Apr,Thu,M,24716
1396,2002,Apr,Fri,F,23425
1397,2002,Apr,Fri,M,24301
1398,2002,Apr,Sat,F,15991
1399,2002,Apr,Sat,M,16829
1400,2002,May,Sun,F,14431
1401,2002,May,Sun,M,14894
1402,2002,May,Mon,F,20255
1403,2002,May,Mon,M,21439
1404,2002,May,Tue,F,24139
1405,2002,May,Tue,M,25451
1406,2002,May,Wed,F,30353
1407,2002,May,Wed,M,32056
1408,2002,May,Thu,F,30380
1409,2002,May,Thu,M,31871
1410,2002,May,Fri,F,29818
1411,2002,May,Fri,M,31210
1412,2002,May,Sat,F,16154
1413,2002,May,Sat,M,17004
1414,2002,Jun,Sun,F,18456
1415,2002,Jun,Sun,M,19353
1416,2002,Jun,Mon,F,22712
1417,2002,Jun,Mon,M,23492
1418,2002,Jun,Tue,F,24728
1419,2002,Jun,Tue,M,26263
1420,2002,Jun,Wed,F,24519
1421,2002,Jun,Wed,M,25686
1422,2002,Jun,Thu,F,24622
1423,2002,Jun,Thu,M,25901
1424,2002,Jun,Fri,F,23956
1425,2002,Jun,Fri,M,25485
1426,2002,Jun,Sat,F,20799
1427,2002,Jun,Sat,M,22081
1428,2002,Jul,Sun,F,15261
1429,2002,Jul,Sun,M,16153
1430,2002,Jul,Mon,F,29613
1431,2002,Jul,Mon,M,31013
1432,2002,Jul,Tue,F,32968
1433,2002,Jul,Tue,M,34576
1434,2002,Jul,Wed,F,32186
1435,2002,Jul,Wed,M,33417
1436,2002,Jul,Thu,F,23787
1437,2002,Jul,Thu,M,24973
1438,2002,Jul,Fri,F,24176
1439,2002,Jul,Fri,M,24941
1440,2002,Jul,Sat,F,17094
1441,2002,Jul,Sat,M,18062
1442,2002,Aug,Sun,F,15112
1443,2002,Aug,Sun,M,16140
1444,2002,Aug,Mon,F,23521
1445,2002,Aug,Mon,M,24603
1446,2002,Aug,Tue,F,26030
1447,2002,Aug,Tue,M,27450
1448,2002,Aug,Wed,F,25385
1449,2002,Aug,Wed,M,26665
1450,2002,Aug,Thu,F,32040
1451,2002,Aug,Thu,M,33609
1452,2002,Aug,Fri,F,31388
1453,2002,Aug,Fri,M,33098
1454,2002,Aug,Sat,F,22025
1455,2002,Aug,Sat,M,22879
1456,2002,Sep,Sun,F,19541
1457,2002,Sep,Sun,M,20577
1458,2002,Sep,Mon,F,28239
1459,2002,Sep,Mon,M,29651
1460,2002,Sep,Tue,F,26252
1461,2002,Sep,Tue,M,27566
1462,2002,Sep,Wed,F,25877
1463,2002,Sep,Wed,M,27150
1464,2002,Sep,Thu,F,26691
1465,2002,Sep,Thu,M,27958
1466,2002,Sep,Fri,F,25854
1467,2002,Sep,Fri,M,26923
1468,2002,Sep,Sat,F,17997
1469,2002,Sep,Sat,M,19120
1470,2002,Oct,Sun,F,14657
1471,2002,Oct,Sun,M,15223
1472,2002,Oct,Mon,F,22714
1473,2002,Oct,Mon,M,23496
1474,2002,Oct,Tue,F,31293
1475,2002,Oct,Tue,M,32874
1476,2002,Oct,Wed,F,30510
1477,2002,Oct,Wed,M,31938
1478,2002,Oct,Thu,F,29509
1479,2002,Oct,Thu,M,31071
1480,2002,Oct,Fri,F,24025
1481,2002,Oct,Fri,M,25142
1482,2002,Oct,Sat,F,16774
1483,2002,Oct,Sat,M,17098
1484,2002,Nov,Sun,F,14456
1485,2002,Nov,Sun,M,15224
1486,2002,Nov,Mon,F,22905
1487,2002,Nov,Mon,M,23757
1488,2002,Nov,Tue,F,24510
1489,2002,Nov,Tue,M,26111
1490,2002,Nov,Wed,F,23549
1491,2002,Nov,Wed,M,24202
1492,2002,Nov,Thu,F,21587
1493,2002,Nov,Thu,M,22759
1494,2002,Nov,Fri,F,28670
1495,2002,Nov,Fri,M,29856
1496,2002,Nov,Sat,F,20172
1497,2002,Nov,Sat,M,21291
1498,2002,Dec,Sun,F,18236
1499,2002,Dec,Sun,M,19028
1500,2002,Dec,Mon,F,29165
1501,2002,Dec,Mon,M,29899
1502,2002,Dec,Tue,F,29076
1503,2002,Dec,Tue,M,30920
1504,2002,Dec,Wed,F,21637
1505,2002,Dec,Wed,M,22996
1506,2002,Dec,Thu,F,24037
1507,2002,Dec,Thu,M,25141
1508,2002,Dec,Fri,F,24444
1509,2002,Dec,Fri,M,25577
1510,2002,Dec,Sat,F,16987
1511,2002,Dec,Sat,M,17587
1512,2003,Jan,Sun,F,14301
1513,2003,Jan,Sun,M,14996
1514,2003,Jan,Mon,F,21596
1515,2003,Jan,Mon,M,22772
1516,2003,Jan,Tue,F,24082
1517,2003,Jan,Tue,M,25449
1518,2003,Jan,Wed,F,26887
1519,2003,Jan,Wed,M,28409
1520,2003,Jan,Thu,F,28661
1521,2003,Jan,Thu,M,29962
1522,2003,Jan,Fri,F,29342
1523,2003,Jan,Fri,M,30535
1524,2003,Jan,Sat,F,16331
1525,2003,Jan,Sat,M,16981
1526,2003,Feb,Sun,F,14621
1527,2003,Feb,Sun,M,15494
1528,2003,Feb,Mon,F,22124
1529,2003,Feb,Mon,M,23214
1530,2003,Feb,Tue,F,24411
1531,2003,Feb,Tue,M,25663
1532,2003,Feb,Wed,F,23745
1533,2003,Feb,Wed,M,24965
